MSZoning,LotFrontage,LotArea,Street,LandContour,Neighborhood,BldgType,HouseStyle,YearBuilt,RoofMatl,Exterior2nd,MasVnrType,MasVnrArea,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,TotalBsmtSF,HeatingQC,CentralAir,Electrical,GrLivArea,KitchenQual,Functional,Fireplaces,FireplaceQu,GarageType,GarageFinish,GarageCars,GarageQual,GarageCond,PavedDrive,WoodDeckSF,PoolQC,Fence,SaleType,SaleCondition,SalePrice,TotBath,TotalPorchSF,Pool
RL,91.0,12274,Pave,Lvl,Somerst,1Fam,1Story,2008,CompShg,VinylSd,Stone,256.0,TA,PConc,Gd,TA,No,Unf,1417,Ex,Y,SBrkr,1428,Ex,Typ,0,NA,Attchd,RFn,2,TA,TA,Y,0,NA,NA,New,Partial,227680,2,60,No
RL,75.0,9750,Pave,Lvl,NAmes,1Fam,SLvl,1967,CompShg,VinylSd,None,0.0,TA,PConc,TA,TA,Av,ALQ,980,Gd,Y,SBrkr,980,TA,Typ,0,NA,Attchd,Fin,1,TA,TA,Y,68,NA,NA,WD,Normal,135500,2,0,No
RL,144.0,21384,Pave,Lvl,BrkSide,1Fam,2Story,1923,CompShg,Wd Sdng,None,0.0,TA,CBlock,TA,TA,Gd,GLQ,1324,Ex,Y,SBrkr,1576,Gd,Typ,1,TA,Attchd,RFn,2,TA,TA,Y,0,NA,NA,WD,Normal,223500,4,312,No
RL,85.0,13400,Pave,Lvl,NAmes,1Fam,SLvl,1966,CompShg,VinylSd,BrkFace,1047.0,TA,CBlock,TA,TA,Av,ALQ,1024,TA,Y,SBrkr,1086,TA,Typ,1,Gd,Attchd,RFn,2,TA,TA,Y,0,NA,GdWo,WD,Normal,159950,2,0,No
RM,90.0,8100,Pave,Lvl,OldTown,1Fam,2.5Unf,1898,CompShg,AsbShng,None,0.0,TA,PConc,TA,TA,No,Unf,849,TA,N,FuseA,2138,TA,Typ,0,NA,Detchd,Unf,2,Fa,Po,N,40,NA,MnPrv,WD,Normal,106000,2,156,No
RL,78.0,10140,Pave,Lvl,NWAmes,1Fam,1Story,1974,CompShg,HdBoard,BrkFace,99.0,TA,CBlock,TA,TA,No,ALQ,1040,Fa,Y,SBrkr,1309,Gd,Typ,1,Fa,Attchd,RFn,2,TA,TA,Y,265,Fa,GdPrv,WD,Normal,181000,3,0,Yes
RM,70.0,4438,Pave,Lvl,CollgCr,TwnhsE,1Story,2004,CompShg,VinylSd,BrkFace,169.0,TA,PConc,Gd,TA,Gd,GLQ,848,Ex,Y,SBrkr,848,Gd,Typ,1,Gd,Attchd,Fin,2,TA,TA,Y,140,NA,NA,ConLD,Normal,144500,2,0,No
C (all),66.0,8712,Grvl,Bnk,IDOTRR,1Fam,1Story,1952,CompShg,Wd Sdng,None,0.0,TA,CBlock,TA,TA,Av,Unf,540,TA,N,FuseA,1044,Fa,Typ,0,NA,Basment,Unf,2,TA,TA,N,0,NA,NA,WD,Alloca,55993,1,0,No
RL,75.0,9750,Pave,Lvl,NAmes,1Fam,1Story,1958,CompShg,MetalSd,BrkFace,243.0,TA,CBlock,TA,TA,No,Rec,1442,Gd,Y,SBrkr,1442,TA,Typ,0,NA,Attchd,RFn,1,TA,TA,Y,0,NA,NA,COD,Normal,157900,2,275,No
RL,45.0,8248,Pave,Lvl,Edwards,1Fam,1.5Fin,1918,CompShg,Stucco,None,0.0,TA,BrkTil,TA,TA,No,Unf,686,Gd,Y,SBrkr,1250,Fa,Typ,0,NA,Detchd,Unf,1,TA,TA,P,207,NA,NA,WD,Normal,116000,3,96,No
RL,48.0,12137,Pave,Lvl,CollgCr,1Fam,1Story,1998,CompShg,VinylSd,BrkFace,442.0,TA,PConc,Gd,TA,No,Unf,1649,Ex,Y,SBrkr,1661,Gd,Typ,0,NA,Attchd,RFn,2,TA,TA,Y,0,NA,NA,WD,Normal,224900,2,34,No
RL,70.0,11425,Pave,Lvl,NAmes,1Fam,1Story,1954,CompShg,BrkFace,None,0.0,TA,CBlock,TA,TA,No,BLQ,1008,Gd,Y,SBrkr,1008,TA,Typ,1,Gd,Attchd,RFn,1,TA,TA,Y,0,NA,NA,WD,Normal,137000,1,120,No
RL,70.0,13265,Pave,Lvl,Mitchel,1Fam,1Story,2002,CompShg,CmentBd,BrkFace,148.0,TA,PConc,Gd,TA,No,GLQ,1568,Ex,Y,SBrkr,1689,Gd,Typ,2,Gd,Attchd,RFn,3,TA,TA,Y,150,NA,NA,WD,Normal,271000,3,59,No
RL,80.0,8816,Pave,Lvl,ClearCr,1Fam,SLvl,1971,CompShg,HdBoard,BrkFace,80.0,TA,CBlock,TA,TA,Av,GLQ,1010,Gd,Y,SBrkr,1052,TA,Typ,0,NA,Attchd,Unf,2,TA,TA,Y,0,NA,MnPrv,WD,Normal,155000,2,0,No
RL,44.0,6371,Pave,Lvl,NridgHt,TwnhsE,1Story,2009,CompShg,VinylSd,Stone,128.0,TA,PConc,Gd,TA,Mn,GLQ,1358,Ex,Y,SBrkr,1358,Gd,Typ,1,Gd,Attchd,RFn,2,TA,TA,Y,192,NA,NA,New,Partial,224000,3,35,No
RL,72.0,7226,Pave,Lvl,CollgCr,1Fam,2Story,2003,CompShg,VinylSd,None,0.0,TA,PConc,Gd,TA,No,Unf,798,Ex,Y,SBrkr,1640,Gd,Typ,0,NA,Attchd,RFn,2,TA,TA,Y,0,NA,NA,WD,Normal,183000,3,45,No
RM,60.0,6000,Pave,Bnk,OldTown,2fmCon,1Story,1953,CompShg,MetalSd,None,0.0,TA,CBlock,Fa,TA,No,Unf,936,TA,N,SBrkr,936,TA,Min2,0,NA,Detchd,Unf,2,TA,TA,Y,0,NA,NA,WD,Normal,93000,1,144,No
RL,70.0,12394,Pave,Lvl,Gilbert,1Fam,2Story,2003,CompShg,VinylSd,None,0.0,TA,PConc,Gd,TA,Gd,Unf,847,Ex,Y,SBrkr,1733,Gd,Typ,1,Gd,BuiltIn,Fin,2,TA,TA,Y,100,NA,NA,WD,Family,225000,3,48,No
RL,60.0,9900,Pave,Lvl,SWISU,1Fam,1.5Fin,1940,CompShg,VinylSd,None,0.0,TA,BrkTil,TA,TA,No,Unf,778,TA,Y,SBrkr,1489,TA,Typ,1,Gd,Detchd,Unf,1,TA,TA,Y,335,NA,GdWo,WD,Normal,139500,2,0,No
FV,81.0,11216,Pave,Lvl,Somerst,1Fam,1Story,2006,CompShg,VinylSd,None,0.0,TA,PConc,Gd,Gd,No,Unf,1489,Ex,Y,SBrkr,1489,Gd,Typ,1,Gd,Attchd,RFn,2,TA,TA,Y,0,NA,NA,New,Partial,232600,2,140,No
RL,114.0,14803,Pave,Lvl,NridgHt,1Fam,1Story,2007,CompShg,CmentBd,BrkFace,816.0,TA,PConc,Ex,TA,Av,GLQ,2078,Ex,Y,SBrkr,2084,Ex,Typ,1,Gd,Attchd,Fin,3,TA,TA,Y,188,NA,NA,New,Partial,385000,3,45,No
RM,50.0,6130,Pave,Lvl,BrkSide,1Fam,1.5Unf,1924,CompShg,MetalSd,None,0.0,TA,BrkTil,TA,TA,No,ALQ,784,Gd,Y,SBrkr,784,Gd,Typ,0,NA,NA,NA,0,NA,NA,Y,0,NA,NA,WD,Normal,109500,2,116,No
RL,65.0,8529,Pave,Lvl,SawyerW,1Fam,1Story,2001,CompShg,VinylSd,None,0.0,TA,PConc,Gd,TA,No,GLQ,1454,Ex,Y,SBrkr,1434,Gd,Typ,1,TA,Attchd,RFn,2,TA,TA,Y,290,NA,NA,WD,Normal,189000,2,39,No
RL,70.0,28698,Pave,Low,ClearCr,1Fam,2Story,1967,Tar&Grv,Plywood,None,0.0,TA,PConc,TA,Gd,Gd,LwQ,1013,TA,Y,SBrkr,2126,TA,Min2,0,NA,Attchd,Fin,2,TA,TA,Y,486,NA,NA,WD,Abnorml,185000,4,225,No
FV,24.0,2544,Pave,Lvl,Somerst,Twnhs,2Story,2005,CompShg,MetalSd,None,0.0,TA,PConc,Gd,TA,No,Unf,600,Ex,Y,SBrkr,1223,Gd,Typ,0,NA,Detchd,RFn,2,TA,TA,Y,0,NA,NA,WD,Normal,147400,3,166,No
RL,80.0,11900,Pave,Lvl,NAmes,1Fam,1Story,1957,CompShg,HdBoard,BrkFace,387.0,TA,CBlock,TA,TA,No,Rec,1392,TA,Y,FuseA,1392,TA,Typ,2,Gd,Attchd,RFn,2,TA,TA,Y,0,NA,NA,WD,Normal,166000,3,192,No
FV,30.0,3180,Pave,Lvl,Somerst,TwnhsE,2Story,2005,CompShg,MetalSd,None,0.0,TA,PConc,Gd,TA,No,Unf,600,Ex,Y,SBrkr,1200,Gd,Typ,0,NA,Detchd,RFn,2,TA,TA,Y,0,NA,NA,WD,Normal,151000,3,166,No
RL,44.0,9548,Pave,Lvl,CollgCr,1Fam,2Story,2003,CompShg,VinylSd,BrkFace,223.0,TA,PConc,Gd,TA,No,GLQ,941,Ex,Y,SBrkr,1829,Gd,Typ,1,TA,Attchd,RFn,2,TA,TA,Y,192,NA,NA,WD,Normal,237000,4,39,No
RL,100.0,10004,Pave,Lvl,NAmes,1Fam,1Story,1964,CompShg,Plywood,BrkFace,180.0,TA,CBlock,TA,TA,No,Rec,1516,TA,Y,SBrkr,1516,TA,Typ,0,NA,Attchd,RFn,2,TA,TA,Y,0,NA,NA,WD,Normal,167000,2,152,No
RL,75.0,7875,Pave,Lvl,NAmes,1Fam,1Story,1961,CompShg,VinylSd,BrkFace,136.0,TA,CBlock,TA,TA,No,Rec,1144,Gd,Y,SBrkr,1144,TA,Typ,0,NA,Attchd,Unf,2,TA,TA,Y,0,NA,GdWo,WD,Normal,139950,2,0,No
RL,60.0,9600,Pave,Lvl,Sawyer,1Fam,1Story,1950,CompShg,HdBoard,None,0.0,TA,CBlock,Gd,TA,No,BLQ,1067,TA,Y,SBrkr,1067,Gd,Min2,0,NA,Attchd,Unf,2,TA,TA,Y,290,NA,NA,WD,Normal,128000,2,0,No
RM,90.0,8100,Pave,Lvl,OldTown,1Fam,1Story,1948,CompShg,VinylSd,None,0.0,TA,BrkTil,TA,TA,No,Rec,1559,Gd,Y,SBrkr,1559,TA,Min2,0,NA,Detchd,Unf,2,TA,TA,Y,0,NA,GdWo,COD,Normal,153500,2,346,No
RM,21.0,1680,Pave,Lvl,BrDale,Twnhs,2Story,1973,CompShg,HdBoard,BrkFace,158.0,TA,CBlock,TA,TA,No,BLQ,483,TA,Y,SBrkr,987,TA,Typ,0,NA,Detchd,Unf,1,TA,TA,Y,0,NA,NA,WD,Normal,100000,3,0,No
RL,75.0,9525,Pave,Lvl,CollgCr,1Fam,1Story,1995,CompShg,VinylSd,None,0.0,TA,PConc,Gd,TA,No,Unf,1099,Ex,Y,SBrkr,1099,Gd,Typ,0,NA,Attchd,Unf,1,TA,TA,Y,278,NA,NA,WD,Normal,144000,2,0,No
RL,70.0,11767,Pave,Lvl,Edwards,1Fam,1.5Fin,1946,CompShg,MetalSd,None,0.0,TA,CBlock,TA,TA,No,BLQ,768,Ex,Y,SBrkr,1200,TA,Typ,0,NA,Detchd,Unf,1,TA,TA,Y,0,NA,NA,WD,Normal,130500,1,0,No
RH,70.0,12155,Pave,Lvl,SWISU,1Fam,2Story,1925,CompShg,Wd Sdng,None,0.0,TA,BrkTil,TA,TA,No,BLQ,672,TA,N,SBrkr,1482,Fa,Typ,0,NA,Detchd,Unf,1,TA,TA,P,0,NA,NA,WD,Normal,140000,2,254,No
RM,60.0,10440,Pave,Lvl,OldTown,1Fam,2Story,1904,CompShg,MetalSd,None,0.0,TA,PConc,TA,TA,No,Unf,650,Gd,Y,SBrkr,1539,Gd,Typ,1,Po,Detchd,Unf,2,Gd,TA,P,70,NA,NA,WD,Normal,157500,2,146,No
RL,82.0,9020,Pave,Lvl,NAmes,1Fam,SLvl,1966,CompShg,HdBoard,BrkFace,183.0,TA,CBlock,TA,TA,Gd,Rec,1127,TA,Y,SBrkr,1165,TA,Typ,0,NA,Attchd,RFn,2,Gd,Gd,Y,0,NA,GdPrv,WD,Normal,174900,3,129,No
RL,80.0,8000,Pave,Lvl,NAmes,Duplex,1Story,1961,CompShg,BrkFace,None,0.0,TA,CBlock,TA,TA,No,Unf,1800,Ex,N,SBrkr,1800,TA,Typ,0,NA,NA,NA,0,NA,NA,Y,0,NA,NA,WD,Normal,141000,2,0,No
RM,100.0,12665,Pave,Lvl,OldTown,1Fam,1.5Fin,1915,CompShg,Wd Sdng,None,0.0,TA,BrkTil,TA,TA,Mn,Unf,876,Gd,Y,SBrkr,1416,TA,Typ,1,Gd,Detchd,Unf,3,TA,TA,Y,418,NA,NA,WD,Normal,153900,2,194,No
RL,70.0,16647,Pave,Lvl,Sawyer,1Fam,SFoyer,1975,CompShg,HdBoard,None,0.0,TA,CBlock,Gd,TA,Gd,ALQ,1390,TA,Y,SBrkr,1701,TA,Min2,2,TA,Basment,Fin,2,TA,TA,Y,0,NA,NA,WD,Normal,171000,3,0,No
RL,75.0,9317,Pave,Lvl,SawyerW,1Fam,2Story,1993,CompShg,HdBoard,BrkFace,137.0,TA,PConc,Gd,TA,No,ALQ,740,Ex,Y,SBrkr,1775,Gd,Typ,1,TA,Attchd,Unf,2,TA,TA,Y,234,NA,NA,WD,Normal,213000,4,264,No
RL,36.0,15523,Pave,Lvl,CollgCr,1Fam,1Story,1972,CompShg,Plywood,None,0.0,TA,CBlock,TA,TA,Av,BLQ,864,Ex,Y,SBrkr,864,TA,Typ,1,Fa,Attchd,Unf,1,TA,TA,Y,0,NA,NA,WD,Normal,133500,2,0,No
RL,75.0,45600,Pave,Bnk,ClearCr,1Fam,1.5Fin,1908,CompShg,Wd Sdng,None,0.0,TA,BrkTil,TA,TA,No,Unf,907,TA,Y,SBrkr,2358,TA,Typ,1,Gd,Detchd,Unf,2,Fa,TA,Y,486,NA,NA,WD,Normal,240000,3,215,No
RL,80.0,9600,Pave,Lvl,Veenker,1Fam,SLvl,1976,CompShg,Plywood,BrkFace,360.0,Gd,CBlock,TA,TA,No,Unf,528,Ex,Y,SBrkr,1855,TA,Typ,1,TA,Attchd,RFn,2,TA,TA,Y,113,NA,NA,WD,Normal,187000,3,100,No
RM,36.0,4435,Pave,Lvl,CollgCr,TwnhsE,1Story,2003,CompShg,VinylSd,BrkFace,170.0,TA,PConc,Gd,TA,Av,GLQ,848,Ex,Y,SBrkr,848,Gd,Typ,0,NA,Attchd,Fin,2,TA,TA,Y,140,NA,NA,WD,Normal,131500,2,0,No
RL,70.0,3196,Pave,Lvl,Blmngtn,TwnhsE,1Story,2003,CompShg,VinylSd,BrkFace,40.0,TA,PConc,Gd,TA,Gd,Unf,1273,Ex,Y,SBrkr,1456,Gd,Typ,1,TA,Attchd,Fin,2,TA,TA,Y,143,NA,NA,WD,Normal,215000,2,20,No
RL,53.0,7128,Pave,Lvl,Crawfor,1Fam,2.5Unf,1941,CompShg,MetalSd,None,0.0,Gd,CBlock,TA,TA,No,Rec,918,Gd,Y,SBrkr,1646,TA,Typ,2,Gd,Detchd,Unf,1,TA,TA,Y,0,NA,MnPrv,WD,Normal,164000,2,126,No
RL,70.0,12095,Pave,Lvl,NAmes,1Fam,SLvl,1964,CompShg,HdBoard,BrkFace,115.0,Gd,CBlock,TA,TA,Gd,Rec,1127,TA,Y,SBrkr,1445,TA,Typ,1,Fa,Attchd,RFn,2,TA,TA,Y,180,NA,MnPrv,WD,Normal,158000,2,0,No
RL,102.0,17920,Pave,Lvl,Sawyer,1Fam,1Story,1955,CompShg,Plywood,None,0.0,TA,CBlock,TA,TA,Mn,ALQ,1763,TA,Y,SBrkr,1779,TA,Typ,1,Gd,Attchd,Unf,2,TA,TA,Y,0,NA,NA,WD,Abnorml,170000,3,730,No
RL,70.0,6897,Pave,Lvl,Sawyer,1Fam,1Story,1962,CompShg,HdBoard,None,0.0,Gd,CBlock,TA,TA,No,ALQ,1040,Ex,Y,SBrkr,1040,TA,Typ,0,NA,Detchd,Unf,1,TA,TA,Y,0,NA,NA,WD,Normal,127000,3,104,No
RL,70.0,10970,Pave,Low,CollgCr,1Fam,SLvl,1978,CompShg,HdBoard,None,0.0,TA,CBlock,Gd,Gd,Gd,GLQ,940,TA,Y,SBrkr,1026,TA,Typ,0,NA,Detchd,Unf,2,TA,Fa,Y,0,NA,MnPrv,WD,Normal,147000,2,34,No
RL,65.0,8125,Pave,Lvl,Gilbert,1Fam,2Story,1994,CompShg,HdBoard,None,0.0,TA,PConc,Gd,TA,No,Unf,702,Gd,Y,SBrkr,1481,TA,Typ,1,TA,Attchd,Fin,2,TA,TA,Y,0,NA,NA,WD,Normal,174000,3,36,No
RL,80.0,10400,Pave,Lvl,NWAmes,1Fam,1Story,1976,CompShg,HdBoard,BrkFace,189.0,TA,CBlock,Gd,TA,No,Unf,1090,TA,Y,SBrkr,1370,TA,Typ,1,TA,Attchd,RFn,2,TA,TA,Y,0,NA,MnPrv,WD,Family,152000,2,0,No
RL,70.0,11029,Pave,Lvl,NWAmes,1Fam,2Story,1968,CompShg,HdBoard,BrkFace,220.0,TA,CBlock,TA,TA,Mn,BLQ,1054,TA,Y,SBrkr,2654,Gd,Typ,1,Gd,Attchd,Unf,2,TA,TA,Y,0,NA,NA,WD,Normal,250000,4,287,No
RL,55.0,7642,Pave,Lvl,Crawfor,1Fam,1.5Fin,1918,CompShg,Wd Sdng,None,0.0,TA,BrkTil,TA,TA,No,Unf,912,Gd,Y,SBrkr,1426,Gd,Typ,1,Gd,Detchd,Unf,1,TA,TA,Y,0,NA,GdPrv,WD,Normal,189950,2,240,No
RL,75.0,11625,Pave,Lvl,Sawyer,2fmCon,1Story,1965,CompShg,HdBoard,None,0.0,TA,PConc,TA,TA,Mn,BLQ,1039,Ex,Y,SBrkr,1039,TA,Typ,0,NA,Attchd,Unf,2,TA,TA,Y,0,NA,NA,WD,Normal,131500,3,0,No
RL,81.0,9672,Pave,Lvl,SawyerW,1Fam,1Story,1984,CompShg,Plywood,None,0.0,TA,PConc,Gd,TA,No,GLQ,1040,TA,Y,SBrkr,1097,TA,Typ,0,NA,Attchd,Unf,2,TA,TA,Y,0,NA,GdPrv,WD,Normal,152000,2,0,No
RL,70.0,7931,Pave,Lvl,NAmes,1Fam,1Story,1959,CompShg,Plywood,None,0.0,TA,CBlock,TA,TA,No,BLQ,1148,TA,Y,SBrkr,1148,TA,Typ,0,NA,Attchd,Unf,1,TA,TA,Y,0,NA,GdPrv,WD,Normal,132500,2,0,No
FV,72.0,8640,Pave,Lvl,Somerst,1Fam,1Story,2007,CompShg,VinylSd,None,0.0,TA,PConc,Ex,TA,No,Unf,1372,Ex,Y,SBrkr,1372,Gd,Typ,0,NA,Attchd,Fin,2,TA,TA,Y,0,NA,NA,New,Partial,250580,2,140,No
RL,70.0,8750,Pave,Lvl,NAmes,1Fam,1Story,1970,CompShg,MetalSd,BrkFace,76.0,TA,CBlock,TA,TA,No,BLQ,1002,TA,Y,SBrkr,1002,TA,Typ,0,NA,Detchd,Unf,2,TA,TA,Y,0,NA,MnPrv,WD,Normal,148500,2,0,No
RL,67.0,10656,Pave,HLS,Timber,1Fam,1Story,2006,CompShg,VinylSd,Stone,274.0,TA,PConc,Gd,TA,Av,Unf,1638,Ex,Y,SBrkr,1646,Gd,Typ,1,Gd,Attchd,RFn,3,TA,TA,Y,192,NA,NA,New,Partial,248900,2,80,No
RL,85.0,6970,Pave,Lvl,Sawyer,1Fam,1Story,1961,CompShg,VinylSd,None,0.0,TA,CBlock,TA,TA,No,ALQ,1040,TA,Y,SBrkr,1120,Fa,Typ,0,NA,Attchd,RFn,2,TA,TA,Y,168,NA,NA,WD,Normal,129000,3,0,No
RL,70.0,14762,Pave,Lvl,Gilbert,1Fam,2Story,1948,CompShg,Plywood,None,0.0,TA,Slab,NA,NA,NA,NA,0,Gd,Y,SBrkr,2320,TA,Typ,1,TA,Attchd,Unf,2,TA,TA,P,120,NA,NA,WD,Normal,169000,2,144,No
RL,80.0,9938,Pave,Lvl,SawyerW,1Fam,2Story,1993,CompShg,MetalSd,BrkFace,246.0,TA,PConc,Gd,TA,No,GLQ,1050,Ex,Y,SBrkr,1949,Gd,Typ,1,TA,Attchd,Fin,2,TA,TA,Y,156,NA,GdPrv,WD,Normal,236000,4,90,No
RL,60.0,6600,Pave,Lvl,NAmes,1Fam,1Story,1962,CompShg,MetalSd,None,0.0,TA,CBlock,TA,TA,No,Unf,894,Gd,N,SBrkr,894,TA,Typ,0,NA,Detchd,Unf,1,TA,TA,Y,0,NA,NA,WD,Normal,109500,1,0,No
RL,70.0,8750,Pave,Lvl,CollgCr,1Fam,2Story,1998,CompShg,VinylSd,BrkFace,116.0,TA,PConc,Gd,TA,No,GLQ,804,Ex,Y,SBrkr,1682,Gd,Typ,0,NA,Attchd,RFn,2,TA,TA,Y,0,NA,NA,WD,Normal,200500,3,77,No
RL,74.0,8892,Pave,Lvl,NAmes,1Fam,1Story,1953,CompShg,Wd Shng,None,0.0,TA,Stone,TA,TA,Av,Unf,105,Gd,Y,SBrkr,910,Gd,Typ,0,NA,Attchd,Unf,2,TA,TA,Y,196,NA,GdWo,WD,Normal,116000,1,150,No
RL,60.0,12144,Pave,Lvl,NAmes,1Fam,1Story,1949,CompShg,HdBoard,None,0.0,TA,CBlock,TA,TA,No,Rec,832,Gd,Y,SBrkr,1268,TA,Typ,1,Gd,Attchd,Unf,1,TA,TA,Y,0,NA,NA,WD,Normal,133000,1,28,No
RM,52.0,5720,Pave,Lvl,OldTown,1Fam,1.5Fin,1941,CompShg,Wd Sdng,None,0.0,TA,CBlock,TA,TA,No,Unf,676,Ex,Y,SBrkr,1131,TA,Typ,0,NA,Detchd,Unf,1,TA,TA,Y,26,NA,NA,WD,Abnorml,66500,2,0,No
FV,75.0,9000,Pave,Lvl,Somerst,1Fam,2Story,2007,CompShg,CmentBd,None,0.0,TA,PConc,Gd,TA,Av,GLQ,1184,Ex,Y,SBrkr,2610,Ex,Typ,1,Gd,BuiltIn,Fin,2,TA,TA,Y,208,NA,NA,New,Partial,303477,3,364,No
RL,94.0,25286,Pave,HLS,Mitchel,1Fam,1Story,1963,CompShg,Plywood,None,0.0,TA,PConc,TA,TA,Gd,ALQ,1064,Gd,Y,SBrkr,1040,TA,Typ,0,NA,Attchd,Unf,2,TA,TA,Y,0,NA,NA,WD,Normal,132250,2,0,No
RL,74.0,8834,Pave,Lvl,NridgHt,1Fam,2Story,2004,CompShg,VinylSd,Stone,216.0,TA,PConc,Ex,TA,No,GLQ,1462,Ex,Y,SBrkr,2224,Ex,Typ,1,Gd,Attchd,Fin,3,TA,TA,Y,184,NA,NA,WD,Normal,350000,4,0,No
RL,88.0,11782,Pave,Lvl,Sawyer,1Fam,SFoyer,1961,CompShg,HdBoard,None,0.0,TA,CBlock,TA,TA,Av,ALQ,1109,TA,Y,SBrkr,1155,Gd,Min2,0,NA,Detchd,Unf,2,TA,TA,Y,192,NA,MnPrv,WD,Normal,148000,2,0,No
RL,70.0,7000,Pave,Lvl,CollgCr,1Fam,1Story,1978,CompShg,VinylSd,BrkFace,90.0,Gd,CBlock,TA,TA,No,ALQ,864,Ex,Y,SBrkr,864,TA,Typ,0,NA,Attchd,Unf,1,TA,TA,Y,0,NA,GdWo,WD,Normal,136500,2,0,No
RL,60.0,7024,Pave,Lvl,Edwards,1Fam,1Story,2005,CompShg,VinylSd,None,0.0,TA,PConc,Ex,Gd,No,ALQ,1090,Gd,Y,SBrkr,1090,TA,Typ,0,NA,Attchd,Fin,2,TA,TA,Y,0,NA,NA,WD,Normal,157000,3,49,No
RL,44.0,13758,Pave,Lvl,Timber,1Fam,1.5Fin,1990,CompShg,HdBoard,BrkFace,117.0,Gd,CBlock,Gd,TA,Mn,LwQ,1156,Ex,Y,SBrkr,1717,Gd,Typ,1,TA,Attchd,RFn,2,TA,TA,Y,168,NA,NA,WD,Normal,187500,3,36,No
RL,70.0,9636,Pave,Lvl,Gilbert,1Fam,2Story,1992,CompShg,VinylSd,None,0.0,TA,PConc,Gd,TA,No,Unf,808,Gd,Y,SBrkr,1593,TA,Typ,1,TA,BuiltIn,RFn,2,TA,TA,Y,342,NA,MnPrv,WD,Normal,178000,3,40,No
RL,60.0,6204,Pave,Bnk,SWISU,1Fam,2.5Fin,1912,CompShg,Wd Sdng,None,0.0,TA,PConc,TA,Fa,No,Unf,795,TA,N,SBrkr,2230,TA,Typ,0,NA,Detchd,Unf,1,TA,Gd,Y,0,NA,NA,WD,Normal,118500,2,188,No
RL,65.0,7150,Pave,Lvl,NAmes,1Fam,1Story,1967,CompShg,HdBoard,BrkFace,60.0,TA,CBlock,TA,TA,No,BLQ,892,TA,Y,SBrkr,892,TA,Typ,0,NA,Attchd,RFn,1,TA,TA,Y,0,NA,GdWo,WD,Normal,100000,1,0,No
FV,50.0,5119,Pave,Lvl,Somerst,TwnhsE,1Story,1999,CompShg,MetalSd,BrkFace,60.0,TA,PConc,Ex,TA,Av,GLQ,1698,Ex,Y,SBrkr,1709,Gd,Typ,1,TA,Attchd,Fin,2,TA,TA,Y,97,NA,NA,CWD,Abnorml,328900,3,65,No
RL,70.0,8393,Pave,Lvl,NAmes,Duplex,1Story,1959,CompShg,MetalSd,BrkFace,122.0,TA,CBlock,TA,TA,No,LwQ,1626,Ex,Y,SBrkr,1712,TA,Typ,0,NA,Attchd,Fin,2,TA,TA,Y,272,NA,NA,WD,Family,145000,2,54,No
RL,59.0,16466,Pave,Lvl,Edwards,1Fam,1.5Fin,1955,CompShg,MetalSd,None,0.0,Gd,PConc,TA,TA,No,Unf,816,TA,Y,SBrkr,1393,TA,Typ,0,NA,Attchd,Unf,1,TA,TA,Y,121,NA,NA,WD,Normal,135500,2,265,No
RL,95.0,15865,Pave,Lvl,NAmes,1Fam,1Story,1970,Tar&Grv,Wd Sdng,None,0.0,Gd,PConc,TA,Gd,Gd,ALQ,2217,Ex,Y,SBrkr,2217,Gd,Typ,1,TA,Attchd,Unf,2,TA,TA,Y,81,NA,NA,WD,Normal,268000,3,431,No
RL,128.0,12160,Pave,Lvl,NAmes,1Fam,1Story,1953,CompShg,Wd Sdng,BrkFace,90.0,TA,CBlock,TA,TA,No,BLQ,1505,Ex,Y,SBrkr,1505,TA,Typ,1,TA,Attchd,RFn,2,TA,TA,Y,0,NA,NA,WD,Normal,149500,2,0,No
RL,60.0,8064,Pave,Lvl,NAmes,1Fam,1.5Fin,1949,CompShg,MetalSd,None,0.0,Gd,CBlock,TA,TA,Mn,Unf,672,Ex,Y,SBrkr,924,TA,Typ,1,Po,Detchd,Unf,2,TA,TA,Y,0,NA,MnPrv,WD,Normal,122900,1,0,No
RL,70.0,11184,Pave,Lvl,Sawyer,1Fam,2Story,1978,CompShg,HdBoard,BrkFace,92.0,TA,CBlock,TA,TA,No,LwQ,918,Gd,Y,SBrkr,1683,TA,Typ,1,TA,Attchd,RFn,2,TA,TA,Y,243,NA,NA,WD,Normal,172500,3,0,No
RL,70.0,8414,Pave,Lvl,Sawyer,1Fam,1Story,1963,CompShg,HdBoard,None,0.0,TA,CBlock,TA,TA,No,GLQ,1059,TA,Y,SBrkr,1068,TA,Typ,0,NA,Attchd,RFn,1,TA,TA,Y,192,NA,MnPrv,WD,Normal,154500,2,0,No
RL,70.0,13284,Pave,Lvl,Sawyer,1Fam,1Story,1954,CompShg,Plywood,None,0.0,TA,PConc,Gd,TA,Mn,BLQ,1383,TA,Y,SBrkr,1383,TA,Typ,1,Gd,Attchd,Unf,1,TA,TA,Y,511,NA,GdPrv,WD,Normal,165000,2,116,No
